SMILES,Odor,Stimulus,CID
CC(C)CC(=O)CC(C)C,fruity; sweet,7958,7958
CC(=O)OC(C)CC(C)C,apple; banana; fresh; fruity,7959,7959
Cc1ccncc1,animal; fishy; green; tobacco,7963,7963
OC1CCCCC1,camphoreous; fermented; mint,7966,7966
O=C1CCCCC1,camphoreous; ketonic; mint; solvent; sweet,7967,7967
Sc1ccccc1,burnt; meaty,7969,7969
Cc1cccnc1,earthy; green; hazelnut; tobacco,7970,7970
CC1CCCCN1,cheesy; fishy; nutty; popcorn; roasted,7974,7974
Cc1ccccn1,fishy; hazelnut; popcorn; rum,7975,7975
Cc1cnccn1,cocoa; fishy; green; musty; nutty; potato,7976,7976
CCCCOC(=O)CC(C)C,apple; banana; ethereal; fruity,7981,7981
CCCCOC(=O)CCC,apple; banana; fruity; pear; pineapple; sweet,7983,7983
O=C1CCCCCCCCCCCCCCCO1,animal; musk,7984,7984
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,fruity; odorless,7986,7986
C=CCCC(C)=O,burnt; ethereal; floral; fruity; gasoline; ketonic; pungent,7989,7989
CCCCC(=O)O,cheesy,7991,7991
CCCOC(C)=O,alcoholic; ethereal; fruity; pear; solvent,7997,7997
CCCCN,cheesy; fishy,8007,8007
CCCCS,beefy; cheesy; garlic; meaty; onion; roasted; savory; sulfurous,8012,8012
SCCCS,garlic; meaty; onion,8013,8013
COCOC,alcoholic; ethereal; fruity; gasoline; rum,8020,8020
CCNCC,cheesy; fishy,8021,8021
CCOC=O,cognac; ethereal; fruity; rum; winey,8025,8025
CCON=O,ethereal; fermented; fruity; rum; sweet,8026,8026
c1cc[nH]c1,burnt; sweet; warm,8027,8027
c1ccoc1,burnt; smoky,8029,8029
c1ccsc1,aromatic; pungent; solvent,8030,8030
CC(=O)CCC(C)C,cheesy; fruity; ketonic; mint; sweet,8034,8034
CC(=O)CCC(C)=O,burnt; fresh; herbal,8035,8035
CC(=O)OCC(C)C,apple; banana; fruity; pear; pineapple,8038,8038
CCCCCCCCCCCCCC(=O)OC(C)C,fatty; oily,8042,8042
CCCCCCCCCCCCCC(=O)OCCCC,fatty; waxy,8047,8047
CCCCCCCCCC(=O)OCC,cognac; fatty; nutty; sweet; winey,8048,8048
CCOC(=O)CCCCCCCCC(=O)OCC,fruity; melon; winey,8049,8049
CCCCCCCCCC(=O)OC,cognac; fatty; fruity; oily; winey,8050,8050
CCCCCC(C)=O,cheesy; cinnamon; coconut; fruity,8051,8051
CC(C)CCOC=O,apple; black currant; fruity; green; plum; sweet; winey,8052,8052
CCCCCN,cheesy; fermented; fishy; fresh,8060,8060
CCCCC=O,chocolate; nutty; pungent,8063,8063
CCCCCS,cabbage; green; sulfurous; tropical; vegetable,8067,8067
COCCOC,ethereal; solvent; sweet,8071,8071
CCCOC=O,ethereal; rum,8073,8073
CCSCCO,garlic; meaty; onion; savory; sulfurous; tropical,8075,8075
CCSSCC,alliaceous; fruity; garlic; onion; sulfurous; tropical; vegetable,8077,8077
C1CCCCC1,gasoline; sweet,8078,8078
C1CCNCC1,animal; fishy; floral,8082,8082
CCCCCCCCCCCCCCCC(=O)OCCCC,fatty; waxy,8090,8090
CCCCCCCC(=O)OC,fruity; orange; winey,8091,8091
CCCCCC#CC(=O)OC,cucumber; green; leafy; vegetable; violet; winey,8092,8092
CCCCCCC(C)=O,apple; cheesy; fatty; fruity; green,8093,8093
CCCCCCC(=O)O,fatty; sour,8094,8094
CCOCCOC(C)=O,fruity; solvent; sweet,8095,8095
CCCCCCN,cheesy; fishy,8102,8102
CCCCCCO,fatty; fruity; winey,8103,8103
CCCCCCS,burnt; coffee; fatty; meaty; roasted; savory; sulfurous,8106,8106
C=CCOCCO,solvent,8116,8116
CCCSCCC,alliaceous; garlic; green; onion; sulfurous,8118,8118
CC(=O)OCCOC(C)=O,oily; sweet; winey,8121,8121
CCCCCCCCCCCCCCCCCC(=O)OCC,odorless; waxy,8122,8122
C=CCCCCCC,gasoline,8125,8125
CCCCCCCO,fatty; fresh; green,8129,8129
CCCCCCC=O,citrus; cognac; fatty; green; nutty; sweet,8130,8130
CCCCOCCO,alcoholic; ethereal; fruity; oily,8133,8133
CCCCCCC#CC(=O)OC,green; leafy; violet,8137,8137
C=CCCCCCCCCC(=O)OC,dairy; fatty; fruity; waxy; winey,8138,8138
CCCCCCCCC,gasoline,8141,8141
CCCCCCCCS,meaty; roasted; sulfurous; vegetable,8144,8144
CCCCCCCCC(=O)O,cheesy; dairy; fatty; nutty,8158,8158
CCCCCCCOC(C)=O,fatty; floral; fruity,8159,8159
CCCCOCCOC(C)=O,ethereal; fruity; pungent; radish; sweet; warm,8160,8160
CCCCCCCCCC(C)=O,fatty; fruity; orange; rose,8163,8163
CCCCCCCCOC(C)=O,citrus; floral; fruity; green; jasmine; orange; peach,8164,8164
CCCCCCCCCCOC(C)=O,fatty; fruity; orange; pineapple; rose,8167,8167
CCCCCCCOC=O,apple; fatty; fruity; plum; sharp,8169,8169
CCCCCCCCCCO,fatty; floral; oily; sweet; waxy,8174,8174
CCCCCCCCCC=O,orange; sweet; waxy,8175,8175
CCCCCCCCOC=O,citrus; fruity; green; orange; orris; rose,8176,8176
CCCCCCCCCCC(=O)O,fatty,8180,8180
CCCCCCCCCCCCCCCC(=O)OC,sweet; waxy,8181,8181
CCCCCCCCCCCC,gasoline; sweet,8182,8182
C=CCCCCCCCCCC,gasoline; sweet,8183,8183
CCCCCCCCCCCO,citrus; floral; fruity; oily,8184,8184
C=CCCCCCCCCCO,citrus; fatty; floral; green; rose; waxy,8185,8185
CCCCCCCCCCC=O,citrus; fatty; floral; sweet; waxy,8186,8186
C=CCCCCCCCCC=O,citrus; fatty; rose; waxy,8187,8187
CCCCCSSCCCCC,alliaceous; green; meaty; savory; sulfurous; vegetable,8191,8191
CCCCCCCCCCCCO,citrus; fatty; floral; oily; waxy,8193,8193
CCCCCCCCCCCC=O,floral; sweet; waxy,8194,8194
CCCCCCCCCCCCS,fatty; meaty; sulfurous,8195,8195
CCCCCCCCCCCCCCCCCC(=O)OC,odorless,8201,8201
CCCCCCCCCCCCOC(C)=O,citrus; fresh; fruity; rose; waxy,8205,8205
CCCCCCCCCCCCCO,fruity; sweet; waxy; woody,8207,8207
CCCCCCCCCCCCCCO,fatty; oily,8209,8209
CCCCCCCCCCCCCCCCCCO,fatty; oily,8221,8221
CCCCCCCCCCCCCCCCCCCC,waxy,8222,8222
C=CC(C)(C)O,earthy; ethereal; fruity; herbal; oily,8257,8257
C=CC(C)(CCC=C(C)C)OC(C)=O,citrus; floral; fruity; pear; sweet,8294,8294
CC1CC(O)CC(C)(C)C1,camphoreous; herbal; mint,8298,8298
CC(=O)CO,caramellic; green; sweet; winey,8299,8299
CCC(C)C(=O)O,cheesy; fruity; pungent,8314,8314
CC(=O)OC1C=C(C)C2CC(=C(C)C)CC2C(C)C1,dry; fresh; herbal; sweet; woody,8347,8347
O=C(Oc1ccccc1)c1ccccc1O,balsamic; floral; fruity; honey; woody,8361,8361
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,medicinal; odorless,8362,8362
O=C(OCc1ccccc1)c1ccccc1O,balsamic; sweet,8363,8363
CCCCC(CC)COC(=O)c1ccccc1O,floral; fruity; spicy,8364,8364
CCOC(=O)c1ccccc1O,floral; fruity; sweet,8365,8365
Cc1occc(=O)c1O,berry; caramellic; fruity; strawberry; sweet,8369,8369
CC(=O)c1ccccc1O,almond; cherry; cinnamon; coumarinic; hay,8375,8375
O=C(c1ccccc1)C(O)c1ccccc1,camphoreous; spicy; sweet,8400,8400
c1ccc2cnccc2c1,almond; anisic; balsamic; herbal; sweet,8405,8405
COc1ccc(C=O)cc1OC,sweet; vanilla; woody,8419,8419
CCC(=O)OC(C)c1ccccc1,floral; fruity; green; sweet,8432,8432
O=Cc1ccc2c(c1)OCO2,cherry; floral; sweet,8438,8438
Cc1nc2ccccc2s1,meaty; nutty; sulfurous; vegetable,8446,8446
O=C1CCCC1,ketonic; musty; nutty; woody,8452,8452
CN1CCCC1,cheesy; fishy; ripe,8454,8454
CCOc1cc(C=O)ccc1O,sweet; vanilla,8467,8467
COc1cc(C(=O)O)ccc1O,odorless,8468,8468
CCOC(=O)C1OC1c1ccccc1,berry; caramellic; fruity; strawberry; sweet,8469,8469
CCN(CC)CC,cheesy; fishy; ripe,8471,8471
COC(=O)c1ccc(OC)cc1,anisic; sweet; vanilla,8499,8499
CC(=O)c1ccc(C)cc1,floral; fruity; hay; sweet,8500,8500
COC(=O)c1ccccc1N,grape; musty,8635,8635
COc1cc(C=O)cc(OC)c1O,balsamic; floral; smoky; sweet; vanilla,8655,8655
COc1ccccc1C=O,almond; cinnamon; spicy; sweet,8658,8658
CCCCC(CC)C(=O)O,cheesy; fatty; fruity; herbal; musty; sour,8697,8697
CCCCOC(=O)c1ccccc1,balsamic; fruity; spicy; woody,8698,8698
Cc1ccccc1S,brothy; burnt; meaty; phenolic; roasted; smoky,8712,8712
CCC(C)CO,alcoholic; ethereal; fermented; solvent; winey,8723,8723
CCCCOC(=O)C(C)O,buttery; caramellic; sweet,8738,8738
C=C(C)C1CCC(C)(O)CC1,herbal; sour; sweet; woody,8748,8748
CCC(=O)OCC(COC(=O)CC)OC(=O)CC,fruity; sour,8763,8763
CC(C)=CCCC(C)CCOC(=O)Cc1ccccc1,honey; rose; sweet; waxy,8767,8767
O=Cc1ccc(O)c(O)c1,burnt; medicinal,8768,8768
CC(=O)OCc1ccccc1,floral; fruity; jasmine; sweet,8785,8785
CCCCCCCCCCCC(=O)OCc1ccccc1,fatty,8791,8791
CC(C)CC(=O)OCCc1ccccc1,balsamic; fruity; rose,8792,8792
CC(=O)Oc1ccc(C)cc1,animal; floral,8797,8797
C=CCc1ccc(OC)cc1,anisic; herbal; sweet,8815,8815
C=CC(=O)OCC,rum; sharp,8821,8821
CCCCOC(=O)CCC(=O)OCCCC,fermented; fruity; winey,8830,8830
CC(C)COC(=O)CCCCC(=O)OCC(C)C,odorless,8831,8831
C=C(C)CCCC(C)CCOC(C)=O,fresh; fruity; rose,8833,8833
CCC(=O)OCCC(C)CCC=C(C)C,fruity; rose; sweet,8834,8834
CCCC(=O)OCCC(C)CCC=C(C)C,apple; fruity; leafy; plum; rose; sweet,8835,8835
CCOC(=O)CCCCC(=O)OCC,fruity; oily; winey,8844,8844
CCOC(C)=O,brandy; ethereal; sharp; winey,8857,8857
CC(=O)C=C(C)C,bread; honey; mint; musty,8858,8858
COC(CC(C)CCCC(C)(C)O)OC,floral; fresh; green; melon,8863,8863
CCOC(=O)CC(C)=O,apple; ethereal; fruity; green; rum,8868,8868
O=c1cccc[nH]1,animal; burnt; nutty; smoky,8871,8871
C=CCOC(=O)CCCCCC,apple; banana; fruity; pineapple; sweet,8878,8878
CCCCCC(=O)O,cheesy; fatty,8892,8892
CCCCCCCCCCCCCCCC(=O)OC(C)C,odorless,8907,8907
CCCCCCOC(C)=O,apple; fruity; pear; sweet,8908,8908
CCCCOCCCC,ethereal; fruity; sweet,8909,8909
CCCCCCCCCO,fatty; floral; orange; rose,8914,8914
CCCCCCCCCOC(C)=O,floral; fruity; green; leafy; mushroom,8918,8918
COc1cccc(C=O)c1O,medicinal; pungent; sweet; vanilla,8991,8991
COc1cccc(O)c1,medicinal; phenolic; sweet,9007,9007
c1ccc(CSSCc2ccccc2)cc1,burnt; caramellic; earthy; green; sulfurous,9012,9012
COc1ccc(O)cc1,anisic; aromatic; sweet,9015,9015
COc1ccc(OC)cc1,earthy; nutty; phenolic; sweet; tobacco,9016,9016
CC(=O)OCCC(C)CCC=C(C)C,fresh; fruity; rose,9017,9017
CC(=O)OC(C)(C)Cc1ccccc1,floral; fresh; fruity; jasmine; rose,9024,9024
COc1cccc(OC)c1,earthy; nutty; sweet,9025,9025
CCC(C)CCC(C)(O)CC,floral; sweet,9027,9027
c1cscn1,meaty; nutty,9256,9256
C1SCSS1,beefy; garlic; meaty; mushroom; roasted; sulfurous,9258,9258
c1cnccn1,musty; nutty; roasted,9261,9261
CC(=O)OCc1ccc2c(c1)OCO2,cherry; floral; sweet,9473,9473
CC(=O)c1cccnc1,burnt; nutty; roasted; tobacco,9589,9589
CCSCC,garlic; meaty; savory; sulfurous; tomato,9609,9609
CC(=O)CCC=C(C)C,green; herbal; oily,9862,9862
C1CS1,meaty; sulfurous; vegetable,9865,9865
CC1=C(C=O)C(C)(C)CCC1,floral; fruity; grassy; green; hay; mint; sweet,9895,9895
CCOCOCC,ethereal; sweet,10024,10024
CC(O)C(C)(C)C,camphoreous; fermented,10045,10045
CC(C)C12CCC(C)(CC1)O2,camphoreous; fresh; pine,10106,10106
CC1=CC2C(=C(C)CCC2C(C)C)CC1,burnt; dry; woody,10223,10223
C=CCc1cc(OC)c(OC)c(OC)c1,floral; spicy; sweet; woody,10248,10248
CC1=CC(O)C(C(C)C)CC1,mint; musty; sour,10282,10282
Cc1ccnc2ccccc12,animal; burnt; floral; green; musty; oily,10285,10285
CC(C(=O)O)c1ccccc1,floral; honey; sweet,10296,10296
CCCC(=O)c1ccccc1,buttery; creamy; floral; fruity; nutty; sweet; vanilla,10315,10315
OCc1ccc2c(c1)OCO2,sweet; vanilla,10322,10322
c1ccc2c(c1)CCO2,aromatic; gasoline; phenolic; sweet,10329,10329
O=C1C=CCO1,burnt; sharp; sweet; winey,10341,10341
CC1CCC(C(C)(C)O)CC1,floral; pine,10353,10353
CC1CCC(C(C)C)CC1=O,mint,10362,10362
Cc1ccc(C(C)C)cc1O,herbal; medicinal; phenolic; smoky,10364,10364
OCCc1ccc(O)cc1,floral; fruity; rose; sweet,10393,10393
CCCCCCCCCCCCCCC1CCC(=O)O1,fatty; waxy,10396,10396
O=C1CCCCCC1,ketonic; mint,10400,10400
CC(C)=CCCC(C)CC(=O)O,fatty; floral; green; waxy,10402,10402
CCCCC(=O)CCCC,floral; green; herbal; spicy,10405,10405
CC(=O)CCCC(C)CCCC(C)CCCC(C)C,floral; fresh; jasmine; sweet,10408,10408
CC(C)CC(=O)O,cheesy; fruity; sour,10430,10430
CSCCCO,meaty; mushroom,10448,10448
C1CSCCS1,garlic; mushroom; onion,10452,10452
C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,leafy; odorless; sweet; tea,10453,10453
CCCC=CC=O,grassy; green,10460,10460
CCCCCCCCCCCCCCCCC(=O)O,odorless,10465,10465
CC(=O)S,fresh; fruity; herbal; meaty; savory; sulfurous; tropical,10484,10484
CC(C)CS,garlic; onion; vegetable,10558,10558
CCC(C)S,beefy; chicken; meaty; onion; sulfurous,10560,10560
CC1(C)C2CC=C(CO)C1C2,herbal; woody,10582,10582
C=CC1(C)CCC(C(=C)C)CC1C(=C)C,woody,10583,10583
C=CCc1cc(OC)c2c(c1OC)OCO2,phenolic; spicy,10659,10659
Cc1cccc(O)c1C,animal; leathery; spicy,10687,10687
Cc1cc(C)c(O)c(C)c1,leathery; medicinal; phenolic; smoky; spicy; tobacco,10698,10698
Cc1ccccc1C=O,almond; cherry; sweet,10722,10722
COc1cc(CO)cc(OC)c1O,balsamic; floral,10741,10741
COc1cc(C(=O)O)cc(OC)c1O,balsamic,10742,10742
CC(=O)Oc1ccccc1C,floral; fruity; medicinal,10778,10778
COC(C)OC,alcoholic; green,10795,10795
Cc1ccco1,burnt; gasoline; metallic; musty; nutty; solvent; sweet,10797,10797
Cc1ccc(C(C)O)cc1,almond; cherry; floral; hay; mint; nutty,10817,10817
C=C(C)C1CC=C(CO)CC1,citrus; floral,10819,10819
CCc1ccncc1,earthy; green; herbal; sweet,10822,10822
CCc1cccnc1,nutty; roasted; smoky; tobacco,10823,10823
COCc1ccccc1,fruity; metallic; rose,10869,10869
CCOCc1ccccc1,fruity; sharp,10873,10873
CCCCc1cccnc1,animal; earthy; fishy; green,10874,10874
CCCCC(=O)OCC,apple; fruity; pineapple; tropical,10882,10882
CCOC(=O)CCC(C)=O,apple; caramellic; fruity; green; sweet; tropical,10883,10883
CCCC(=O)OCC(C)C,banana; fruity; pear; pineapple; rum; sweet,10885,10885
CCCCCOC(=O)CCCCC,apple; fruity; green; pear; pineapple; waxy,10886,10886
CCC(=O)OCC(C)C,ethereal; fruity; rum,10895,10895
SCCS,garlic; onion; sulfurous,10902,10902
CC(C)CCS,meaty; sulfurous; vegetable,10925,10925
CC(C)=CC(=O)O,caramellic; herbal; musty; spicy,10931,10931
Cc1csc(C)n1,cocoa; meaty,10934,10934
CC1CCCCCCCCCCCCC(=O)C1,musk; sweet,10947,10947
O=C1CCCCO1,aromatic; fruity,10953,10953
CC(C)COC=O,ethereal; fruity; rum,10957,10957
CCN=C=S,horseradish; pungent,10966,10966
C=CC(=C)CCCC(C)(C)O,floral; woody,10975,10975
CCCCCC(C)O,green; herbal; lemon,10976,10976
CC(C)CCOCCC(C)C,ethereal; fruity; green; herbal,10989,10989
CCCCSCCCC,floral; garlic; green; horseradish; onion; violet,11002,11002
CCCCCCCCCCCCCC(=O)O,odorless; oily; waxy,11005,11005
CCCCCCCCCCCCCCCC,gasoline; waxy,11006,11006
CC1C(=O)CC2CC1C2(C)C,camphoreous; fresh; herbal; spicy,11038,11038
COC(=O)C(C)C,apple; apricot; fruity; pineapple; rum,11039,11039
CC(=O)c1ccccc1N,grape,11086,11086
CCC(=O)OC,ethereal; fruity; rum,11124,11124
Cc1cccs1,green; onion; pungent; roasted; sulfurous,11126,11126
COC(=O)CC(C)C,apple; ethereal; fruity; pineapple,11160,11160
CN=C=S,horseradish; pungent,11167,11167
CC(C)=CCO,fruity; green,11173,11173
CCCOC(=O)CC(C)C,apple; fruity,11176,11176
C=CCOCC,ethereal; sharp,11191,11191
CC1=CCC(O)(C(C)C)CC1,citrus; green; musty; sweet; woody,11230,11230
CC(=O)C(C)C,camphoreous; ethereal; ketonic,11251,11251
CCC(C)C(C)O,alcoholic; ethereal; fruity; green; solvent,11261,11261
CCC(C)C(C)=O,fermented; fruity; ketonic,11262,11262
CCC(=O)C(C)C,ethereal; fruity; ketonic; mint,11265,11265
CC(C)C(=O)C(C)C,cheesy; ethereal; fruity; herbal; ketonic,11271,11271
Cc1cccc(C)c1O,phenolic; sharp; smoky; sweet,11335,11335
CC(=O)c1ccccc1C,almond; aromatic; coumarinic; hay; sweet,11340,11340
CC(=O)C(=O)c1ccccc1,buttery; creamy; dairy; spicy; sweet,11363,11363
COc1ccccc1C(=O)O,odorless,11370,11370
C=CCOC(=O)c1ccccc1,berry; cherry; floral; fruity,11406,11406
CCCCOC(=O)c1ccco1,caramellic; fruity,11409,11409
CC1CCCCC1=O,almond; earthy; ketonic; mint,11419,11419
Cc1cccnc1C,roasted,11420,11420
CCC(O)CC,ethereal; fermented; fruity,11428,11428
CCCCCC(=O)C(C)=O,buttery; cheesy; creamy; fatty; sweet,11449,11449
CC(C)(C)c1cccc(O)c1,leathery; phenolic; spicy,11450,11450
CC1=CCC(=C(C)C)CC1,anisic; citrus; pine; sweet,11463,11463
CC(C)C1=CCC(C)(O)CC1,dry; musty; pine; woody,11468,11468
Cc1ccc(CO)cc1,balsamic; green; leafy; rose; sweet,11505,11505
CCCC(C)CC,gasoline,11507,11507
CCC(C)CCO,cognac; fruity; green; winey,11508,11508
CCCC(=O)CC,ethereal; grape; winey,11509,11509
CCC(C)CC(C)C,gasoline,11511,11511
CCCC(O)CCC,alcoholic; fruity; green; pungent,11513,11513
CC(C)COC(=O)CC(C)C,apple; fruity,11514,11514
CCCCCCCC(=O)OCCCC,floral; fruity; green; oily,11517,11517
CCCCC(O)CC,fermented; fruity; green; herbal; pungent; sweet,11520,11520
CC1CCC(=O)CC1,anisic; mint; musty; solvent,11525,11525
CCCCCC(O)CC,earthy; herbal; mushroom; nutty; oily,11527,11527
CCCCOC(=O)CC,apricot; banana; ethereal; fruity; rum,11529,11529
CCCC(C)(C)O,alcoholic; camphoreous; fermented; mint; solvent,11543,11543
CCCCC(C)(C)C,gasoline,11551,11551
CC(C)CC=O,cheesy; cocoa; fruity; green; pungent,11552,11552
CC1C=CC(=O)O1,coumarinic; herbal; nutty; sweet; tobacco,11558,11558
CC1=CCC(=O)O1,bread; coumarinic; sweet; tobacco,11559,11559
Cc1cncc(C)c1,fatty; green,11565,11565
CC1CCCC(=O)C1,ethereal; fresh; ketonic; mint; solvent,11567,11567
COc1cccc(C=O)c1,anisic; cinnamon; floral; spicy; sweet,11569,11569
CCCCOC(=O)CC(C)=O,brandy; fermented; fruity; sweet; winey,11576,11576
CC(=O)CCC(=O)O,caramellic,11579,11579
CCCCC(C)=O,cheesy; dairy; fruity; ketonic,11583,11583
C=CCOC(C)=O,anisic; ethereal; fruity; pungent; rum; winey,11584,11584
CC(=O)COC(C)=O,buttery; caramellic; fermented; fruity; sour,11593,11593
CCCCN=C=S,cabbage; green; pungent; radish; vegetable,11613,11613
CCCCOC=O,ethereal; plum; rum,11614,11614
C=CCSCC=C,garlic; horseradish; pungent; sweet,11617,11617
CCCCCCCCCCCC(C)=O,herbal; milky; spicy,11622,11622
CCCCCCCCCCCCCCCCCC,gasoline; waxy,11635,11635
C=CC(C)O,fermented; gasoline; green,11716,11716
CC(C)C(C)O,alcoholic; ethereal; fermented; solvent,11732,11732
CCC(=O)C(C)=O,buttery; fatty; oily,11747,11747
COC(=O)C(C)=O,caramellic; fruity; spicy; sweet,11748,11748
CC(C)C(O)C(C)C,alcoholic; solvent; sweet,11752,11752
CC(C)OC(=O)c1ccccc1O,fruity; herbal; sweet,11838,11838
COC(=O)c1ccco1,caramellic; earthy; fruity; winey,11902,11902
CCOc1ccccc1C=O,anisic; aromatic; spicy; sweet,11950,11950
Cc1ccc(OC(=O)c2ccccc2)cc1,aromatic; floral,11962,11962
CCOC(=O)c1ccco1,burnt; floral; fruity,11980,11980
CCCOC(=O)c1ccco1,burnt; earthy; fruity; sweet,11982,11982
CSc1nc2ccccc2s1,burnt; roasted; sulfurous,11989,11989
C=CC(O)CC,alliaceous; grassy; pungent,12020,12020
COC(=O)OC,ethereal,12021,12021
Cc1ccsc1,fatty; pungent; sulfurous,12024,12024
CCOC(=O)c1ccc(O)c(OC)c1,floral; phenolic; spicy; sweet; vanilla,12038,12038
CCCC(O)C(C)C,camphoreous; floral; green; leafy; musty,12040,12040
CCOC(=O)C(C)=O,caramellic; fruity; sweet,12041,12041
CC(C)OC(=O)C(C)C,fresh; fruity; pear; pineapple,12044,12044
CC(C)(O)c1ccccc1,fatty; floral; green; herbal; woody,12053,12053
CC(C)c1cccc(O)c1,animal; leathery; medicinal; phenolic,12059,12059
C=C(C)C1CCC(C)C(O)C1,floral; sweet; woody,12072,12072
Cc1ccc(C=O)o1,bread; caramellic; nutty; spicy; sweet,12097,12097
CCc1cccc(O)c1,phenolic,12101,12101
Cc1cccc(C=O)c1,almond; cherry; sweet,12105,12105
COc1ccc(C=O)cc1O,floral; hay; herbal; vanilla,12127,12127
CC(=O)OC1CCCCC1,apple; banana; fruity; solvent; sweet,12146,12146
CCOc1ccc(O)cc1,anisic; herbal; smoky; sweet,12150,12150
CC(=O)OCc1ccco1,banana; ethereal; floral; fruity,12170,12170
CCCC(O)CC,alcoholic; fermented; medicinal; solvent,12178,12178
CCCC(=O)OC,apple; buttery; ethereal; fermented; fruity,12180,12180
CCOC(=O)CS,alliaceous; fruity; green; sulfurous,12185,12185
CC(=O)OCC(C)OC(C)=O,fruity,12198,12198
CCOC(=O)CCCCCCCC(=O)OCC,fatty; fruity; oily,12204,12204
CCCCC(=O)OC,apple; ethereal; fruity; green; pineapple,12206,12206
CCC(C)COC(C)=O,apple; banana; ethereal; fruity,12209,12209
CCC(=O)CCC(C)C,camphoreous; fruity; herbal; ketonic,12210,12210
CCCCCCC(O)CC,earthy; herbal; spicy,12216,12216
CCCCCOC(=O)CC,apple; banana; fruity; pineapple; sweet; tropical,12217,12217
CCSC,alliaceous; meaty; savory; sulfurous; tomato,12230,12230
CSSC,cabbage; onion,12232,12232
CCC(C)(C)OC(C)=O,banana; fresh; fruity; mint,12238,12238
CC(C)OC=O,ethereal; fruity; sweet,12257,12257
CC(C)SC(C)C,onion; savory; sulfurous; vegetable,12264,12264
Cc1ccc(C)[nH]1,animal; burnt; earthy; green,12265,12265
Cc1ccc(C)o1,cognac; ethereal; rum; solvent,12266,12266
CCCC(C)OC(C)=O,fruity; ripe,12278,12278
CCCCCC(=O)OCCC,green; pineapple; sweet; tropical,12293,12293
CCCCCC(=O)OCCCC,berry; fermented; fruity; green; pineapple; waxy,12294,12294
CC(C)CCCO,fermented; fruity; green; herbal; oily,12296,12296
CCCCC(C)O,alcoholic; fatty; fermented; fruity; mushroom; musty; solvent,12297,12297
CCCCCCCCCCC(=O)OCC,cheesy; coconut; creamy; fruity; waxy,12327,12327
COC(=O)CCCCC(=O)OC,fruity; sweet; winey,12329,12329
CC(C)CCCCO,alcoholic; fermented; oily; solvent,12331,12331
CCCCSC,green; meaty; sulfurous; vegetable,12339,12339
CC(C)CCCC(=O)O,cheesy; fatty; fruity; oily; sour,12344,12344
CCCCCOC(C)=O,banana; ethereal; fruity,12348,12348
CCCCCCCCCCCCCCCC(=O)OCC,sweet; waxy,12366,12366
CCCCCCCC(C)O,dairy; fruity; green; musty; waxy,12367,12367
CCCSSCCC,alliaceous; garlic; green; onion,12377,12377
CCCCSSCCCC,alliaceous; green; sulfurous; vegetable,12386,12386
CCCCCCCCCCCCC,gasoline,12388,12388
CCCCCCCCCCCCCC,gasoline,12389,12389
CCCCCCCCCCCCCCC,gasoline; waxy,12391,12391
CCCCCCCCCCCCCCCCOC(C)=O,sweet; waxy,12393,12393
CCCCCCCCCCCCCCCO,fatty; floral; waxy,12397,12397
CCCCCCCCCCCCCCCCC,gasoline; waxy,12398,12398
COc1cccc(OC)c1OC,leathery; phenolic; smoky; spicy,12462,12462
CCC(=O)Oc1ccccc1,floral; honey; phenolic,12497,12497
CC(=O)OCC1CCCO1,ethereal; fruity; rum,12506,12506
C=Cc1ccc(OC)cc1,rose,12507,12507
CCC(=O)OC(C)C,ethereal; fruity; plum; rum,12508,12508
Cc1ccc(C)s1,fresh; green; onion,12514,12514
CCOC(=O)C=C(C)C,apple; chamomile; fruity; pineapple; sweet,12516,12516
CC1NC(C)SC(C)S1,beefy; brothy; chicken; meaty; roasted,12518,12518
CCCCSCC,alliaceous; green; meaty; sulfurous; vegetable,12528,12528
CCCCCOC=O,fresh; fruity; green; sweet; winey,12529,12529
CCCCCCCCCCCCC(=O)O,fatty; waxy,12530,12530
Cc1ccc(-c2ccccc2)cc1,grape,12566,12566
CCCc1ccccc1O,balsamic; medicinal; phenolic; smoky; spicy,12570,12570
CCCOC(=O)C(C)C,fruity; pineapple; tropical,12571,12571
CC(=O)c1ccc(C(C)C)cc1,herbal; orris; woody,12578,12578
CCCc1ccc(O)cc1,medicinal; phenolic,12580,12580
CC(C)CCC(=O)O,cheesy; pungent; sour,12587,12587
CCCCCCCCCCCCCCCCCC(=O)OCC(C)C,odorless,12588,12588
CC(C)CCOC(=O)CC(C)C,apple; apricot; cognac; fruity; green; pineapple; tropical,12613,12613
C=CCCCCCCCCC(=O)OCC,fatty; fruity; green; waxy; winey,12729,12729
CCCCCCCCC(C)=O,floral; orange,12741,12741
Cc1cscn1,alliaceous; green; meaty; nutty; vegetable,12748,12748
CCC1CCC(=O)O1,coumarinic; creamy; sweet,12756,12756
CCCC1CCCC(=O)O1,coconut; coumarinic,12777,12777
CSSCc1ccccc1,cabbage; green; metallic; onion; sulfurous; vegetable,12779,12779
CC(=O)CCc1ccco1,caramellic; fruity; spicy,12780,12780
CCCCCC1CCCC(=O)O1,buttery; creamy; milky; nutty; peach; sweet,12810,12810
CCCCCCC1CCC(=O)O1,coconut; peach,12813,12813
